,VAR_NAME,MIN_VALUE,MAX_VALUE,COUNT,EVENT,EVENT_RATE,NONEVENT,NON_EVENT_RATE,DIST_EVENT,DIST_NON_EVENT,WOE,IV
83,state1,KY,KY,207,102.0,0.4927536231884058,105.0,0.5072463768115942,0.008236434108527133,0.013522215067611075,-0.4957663971199731,0.12149404671633489
84,state1,LA,LA,195,101.0,0.517948717948718,94.0,0.48205128205128206,0.008155684754521964,0.01210560206052801,-0.39495312567546526,0.12149404671633489
85,state1,MA,MA,100,54.0,0.54,46.0,0.46,0.00436046511627907,0.00592401802962009,-0.3064362101715415,0.12149404671633489
86,state1,MD,MD,476,276.0,0.5798319327731093,200.0,0.42016806722689076,0.022286821705426358,0.025756600128783,-0.1446953610776075,0.12149404671633489
87,state1,ME,ME,79,37.0,0.46835443037974683,42.0,0.5316455696202531,0.0029877260981912143,0.00540888602704443,-0.5935305658858647,0.12149404671633489
88,state1,MI,MI,559,269.0,0.481216457960644,290.0,0.518783542039356,0.021721576227390182,0.03734707018673535,-0.5419484036254014,0.12149404671633489
89,state1,MN,MN,343,216.0,0.6297376093294461,127.0,0.37026239067055394,0.01744186046511628,0.016355441081777205,0.06431246097885282,0.12149404671633489
90,state1,MO,MO,317,186.0,0.5867507886435331,131.0,0.41324921135646686,0.015019379844961241,0.016870573084352865,-0.1162295097346711,0.12149404671633489
91,state1,MS,MS,106,60.0,0.5660377358490566,46.0,0.4339622641509434,0.0048449612403100775,0.00592401802962009,-0.20107569451371524,0.12149404671633489
92,state1,NC,NC,689,440.0,0.6386066763425254,249.0,0.3613933236574746,0.0355297157622739,0.03206696716033484,0.10254297020087826,0.12149404671633489
93,state1,NE,NE,25,12.0,0.48,13.0,0.52,0.0009689922480620155,0.001674179008370895,-0.5468215679202573,0.12149404671633489
94,state1,NH,NH,85,38.0,0.4470588235294118,47.0,0.5529411764705883,0.0030684754521963825,0.006052801030264005,-0.6793403022303938,0.12149404671633489
95,state1,NJ,NJ,134,73.0,0.5447761194029851,61.0,0.4552238805970149,0.005894702842377261,0.007855763039278815,-0.28719328327164095,0.12149404671633489
96,state1,NM,NM,125,81.0,0.648,44.0,0.352,0.006540697674418605,0.00566645202833226,0.14348066050745675,0.12149404671633489
97,state1,NV,NV,205,132.0,0.6439024390243903,73.0,0.35609756097560974,0.01065891472868217,0.009401159047005796,0.12556362119125863,0.12149404671633489
98,state1,NY,NY,198,89.0,0.4494949494949495,109.0,0.5505050505050505,0.007186692506459948,0.014037347070186735,-0.6694903727437248,0.12149404671633489
99,state1,OH,OH,696,369.0,0.5301724137931034,327.0,0.4698275862068966,0.029796511627906978,0.042112041210560204,-0.345942387103447,0.12149404671633489
100,state1,OK,OK,174,104.0,0.5977011494252874,70.0,0.40229885057471265,0.008397932816537468,0.00901481004507405,-0.07088320315470721,0.12149404671633489
101,state1,OR,OR,89,52.0,0.5842696629213483,37.0,0.4157303370786517,0.004198966408268734,0.004764971023824855,-0.12645305430951792,0.12149404671633489
102,state1,Other,Other,71,37.0,0.5211267605633803,34.0,0.4788732394366197,0.0029877260981912143,0.00437862202189311,-0.38222147221865793,0.12149404671633489
103,state1,PA,PA,581,261.0,0.44922547332185886,320.0,0.5507745266781411,0.021075581395348836,0.0412105602060528,-0.6705794487177998,0.12149404671633489
104,state1,RI,RI,64,28.0,0.4375,36.0,0.5625,0.0022609819121447027,0.00463618802318094,-0.7180932885276271,0.12149404671633489
105,state1,SC,SC,273,161.0,0.5897435897435898,112.0,0.41025641025641024,0.013000645994832041,0.014423696072118481,-0.10387336655735245,0.12149404671633489
106,state1,TN,TN,440,258.0,0.5863636363636363,182.0,0.41363636363636364,0.020833333333333332,0.02343850611719253,-0.1178259624018989,0.12149404671633489
107,state1,TX,TX,1079,682.0,0.6320667284522706,397.0,0.36793327154772937,0.05507105943152455,0.05112685125563426,0.07431451690955088,0.12149404671633489
108,state1,UT,UT,163,116.0,0.7116564417177914,47.0,0.2883435582822086,0.009366925064599484,0.006052801030264005,0.4366637291495853,0.12149404671633489
109,state1,VA,VA,525,274.0,0.5219047619047619,251.0,0.4780952380952381,0.02212532299741602,0.03232453316162267,-0.3791036929904347,0.12149404671633489
110,state1,WA,WA,599,364.0,0.6076794657762938,235.0,0.39232053422370616,0.029392764857881136,0.030264005151320026,-0.02921050675413923,0.12149404671633489
111,state1,WI,WI,299,196.0,0.6555183946488294,103.0,0.34448160535117056,0.01582687338501292,0.013264649066323245,0.17660681075416057,0.12149404671633489
112,state1,WV,WV,47,18.0,0.3829787234042553,29.0,0.6170212765957447,0.0014534883720930232,0.0037347070186735352,-0.9437029323370303,0.12149404671633489
113,STATE,AK,AK,9,3.0,0.3333333333333333,6.0,0.6666666666666666,0.00024224806201550387,0.00077269800386349,-1.1599260408066663,0.12194199561030253
114,STATE,AL,AL,116,56.0,0.4827586206896552,60.0,0.5172413793103449,0.004521963824289405,0.0077269800386349004,-0.5357717317336725,0.12194199561030253
115,STATE,AR,AR,95,50.0,0.5263157894736842,45.0,0.47368421052631576,0.004037467700258398,0.005795235028976175,-0.36141834458889466,0.12194199561030253
116,STATE,AZ,AZ,561,359.0,0.6399286987522281,202.0,0.3600713012477718,0.028989018087855298,0.02601416613007083,0.10827583084035323,0.12194199561030253
117,STATE,CA,CA,1898,1337.0,0.7044257112750263,561.0,0.29557428872497366,0.10796188630490956,0.07224726336123631,0.4016838113325261,0.12194199561030253
118,STATE,CO,CO,282,182.0,0.6453900709219859,100.0,0.3546099290780142,0.014696382428940568,0.0128783000643915,0.13205764084198307,0.12194199561030253
119,STATE,CT,CT,282,145.0,0.5141843971631206,137.0,0.4858156028368794,0.011708656330749355,0.017643271088216356,-0.4100260436542714,0.12194199561030253
120,STATE,DC,DC,2,2.0,1.0,0.0,0.0,0.00016149870801033592,0.0,0.0,0.12194199561030253
121,STATE,DE,DE,60,44.0,0.7333333333333333,16.0,0.26666666666666666,0.0035529715762273903,0.00206052801030264,0.5448220514317591,0.12194199561030253
122,STATE,FL,FL,5703,3907.0,0.6850780291074873,1796.0,0.3149219708925127,0.3154877260981912,0.23129426915647133,0.3104289859462048,0.12194199561030253
123,STATE,GA,GA,601,392.0,0.6522462562396006,209.0,0.34775374376039936,0.03165374677002584,0.026915647134578235,0.16214872757893065,0.12194199561030253
124,STATE,HI,HI,30,11.0,0.36666666666666664,19.0,0.6333333333333333,0.0008882428940568476,0.002446877012234385,-1.013322566614791,0.12194199561030253
125,STATE,IA,IA,72,36.0,0.5,36.0,0.5,0.0029069767441860465,0.00463618802318094,-0.46677886024672094,0.12194199561030253
126,STATE,ID,ID,113,78.0,0.6902654867256637,35.0,0.30973451327433627,0.006298449612403101,0.004507405022537025,0.3345819049534572,0.12194199561030253
127,STATE,IL,IL,911,421.0,0.4621295279912184,490.0,0.5378704720087816,0.03399547803617571,0.06310367031551835,-0.6185514176690117,0.12194199561030253
128,STATE,IN,IN,387,223.0,0.5762273901808785,164.0,0.42377260981912146,0.018007105943152454,0.02112041210560206,-0.15947351661080056,0.12194199561030253
129,STATE,KS,KS,95,57.0,0.6,38.0,0.4,0.004602713178294574,0.00489375402446877,-0.06131375213855643,0.12194199561030253
130,STATE,KY,KY,207,102.0,0.4927536231884058,105.0,0.5072463768115942,0.008236434108527133,0.013522215067611075,-0.4957663971199731,0.12194199561030253
131,STATE,LA,LA,195,101.0,0.517948717948718,94.0,0.48205128205128206,0.008155684754521964,0.01210560206052801,-0.39495312567546526,0.12194199561030253
132,STATE,MA,MA,100,54.0,0.54,46.0,0.46,0.00436046511627907,0.00592401802962009,-0.3064362101715415,0.12194199561030253
133,STATE,MD,MD,476,276.0,0.5798319327731093,200.0,0.42016806722689076,0.022286821705426358,0.025756600128783,-0.1446953610776075,0.12194199561030253
134,STATE,ME,ME,79,37.0,0.46835443037974683,42.0,0.5316455696202531,0.0029877260981912143,0.00540888602704443,-0.5935305658858647,0.12194199561030253
135,STATE,MI,MI,559,269.0,0.481216457960644,290.0,0.518783542039356,0.021721576227390182,0.03734707018673535,-0.5419484036254014,0.12194199561030253
136,STATE,MN,MN,343,216.0,0.6297376093294461,127.0,0.37026239067055394,0.01744186046511628,0.016355441081777205,0.06431246097885282,0.12194199561030253
137,STATE,MO,MO,317,186.0,0.5867507886435331,131.0,0.41324921135646686,0.015019379844961241,0.016870573084352865,-0.1162295097346711,0.12194199561030253
138,STATE,MS,MS,106,60.0,0.5660377358490566,46.0,0.4339622641509434,0.0048449612403100775,0.00592401802962009,-0.20107569451371524,0.12194199561030253
139,STATE,MT,MT,21,13.0,0.6190476190476191,8.0,0.38095238095238093,0.0010497416020671835,0.00103026400515132,0.018728955534980038,0.12194199561030253
140,STATE,NC,NC,689,440.0,0.6386066763425254,249.0,0.3613933236574746,0.0355297157622739,0.03206696716033484,0.10254297020087826,0.12194199561030253
141,STATE,ND,ND,2,0.0,0.0,2.0,1.0,0.0,0.00025756600128783,0.0,0.12194199561030253
142,STATE,NE,NE,25,12.0,0.48,13.0,0.52,0.0009689922480620155,0.001674179008370895,-0.5468215679202573,0.12194199561030253
143,STATE,NH,NH,85,38.0,0.4470588235294118,47.0,0.5529411764705883,0.0030684754521963825,0.006052801030264005,-0.6793403022303938,0.12194199561030253
144,STATE,NJ,NJ,134,73.0,0.5447761194029851,61.0,0.4552238805970149,0.005894702842377261,0.007855763039278815,-0.28719328327164095,0.12194199561030253
145,STATE,NM,NM,125,81.0,0.648,44.0,0.352,0.006540697674418605,0.00566645202833226,0.14348066050745675,0.12194199561030253
146,STATE,NV,NV,205,132.0,0.6439024390243903,73.0,0.35609756097560974,0.01065891472868217,0.009401159047005796,0.12556362119125863,0.12194199561030253
147,STATE,NY,NY,198,89.0,0.4494949494949495,109.0,0.5505050505050505,0.007186692506459948,0.014037347070186735,-0.6694903727437248,0.12194199561030253
148,STATE,OH,OH,696,369.0,0.5301724137931034,327.0,0.4698275862068966,0.029796511627906978,0.042112041210560204,-0.345942387103447,0.12194199561030253
149,STATE,OK,OK,174,104.0,0.5977011494252874,70.0,0.40229885057471265,0.008397932816537468,0.00901481004507405,-0.07088320315470721,0.12194199561030253
150,STATE,OR,OR,89,52.0,0.5842696629213483,37.0,0.4157303370786517,0.004198966408268734,0.004764971023824855,-0.12645305430951792,0.12194199561030253
151,STATE,PA,PA,581,261.0,0.44922547332185886,320.0,0.5507745266781411,0.021075581395348836,0.0412105602060528,-0.6705794487177998,0.12194199561030253
152,STATE,RI,RI,64,28.0,0.4375,36.0,0.5625,0.0022609819121447027,0.00463618802318094,-0.7180932885276271,0.12194199561030253
153,STATE,SC,SC,273,161.0,0.5897435897435898,112.0,0.41025641025641024,0.013000645994832041,0.014423696072118481,-0.10387336655735245,0.12194199561030253
154,STATE,SD,SD,1,0.0,0.0,1.0,1.0,0.0,0.000128783000643915,0.0,0.12194199561030253
155,STATE,TN,TN,440,258.0,0.5863636363636363,182.0,0.41363636363636364,0.020833333333333332,0.02343850611719253,-0.1178259624018989,0.12194199561030253
156,STATE,TX,TX,1079,682.0,0.6320667284522706,397.0,0.36793327154772937,0.05507105943152455,0.05112685125563426,0.07431451690955088,0.12194199561030253
157,STATE,UT,UT,163,116.0,0.7116564417177914,47.0,0.2883435582822086,0.009366925064599484,0.006052801030264005,0.4366637291495853,0.12194199561030253
158,STATE,VA,VA,525,274.0,0.5219047619047619,251.0,0.4780952380952381,0.02212532299741602,0.03232453316162267,-0.3791036929904347,0.12194199561030253
159,STATE,VT,VT,23,11.0,0.4782608695652174,12.0,0.5217391304347826,0.0008882428940568476,0.00154539600772698,-0.5537902372363507,0.12194199561030253
160,STATE,WA,WA,599,364.0,0.6076794657762938,235.0,0.39232053422370616,0.029392764857881136,0.030264005151320026,-0.02921050675413923,0.12194199561030253
161,STATE,WI,WI,299,196.0,0.6555183946488294,103.0,0.34448160535117056,0.01582687338501292,0.013264649066323245,0.17660681075416057,0.12194199561030253
162,STATE,WV,WV,47,18.0,0.3829787234042553,29.0,0.6170212765957447,0.0014534883720930232,0.0037347070186735352,-0.9437029323370303,0.12194199561030253
163,STATE,WY,WY,13,8.0,0.6153846153846154,5.0,0.38461538461538464,0.0006459948320413437,0.000643915003219575,0.003224768999014798,0.12194199561030253
164,Agent_Prop_Condition,favorable,favorable,3096,1975.0,0.6379198966408268,1121.0,0.3620801033591731,0.1594799741602067,0.14436574372182873,0.09956839401634138,0.02155840720766494
165,Agent_Prop_Condition,neutral,neutral,11216,6796.0,0.6059201141226819,4420.0,0.3940798858773181,0.5487726098191215,0.5692208628461043,-0.03658435252664202,0.02155840720766494
166,Agent_Prop_Condition,unfavorable,unfavorable,3490,1988.0,0.5696275071633238,1502.0,0.4303724928366762,0.1605297157622739,0.19343206696716034,-0.18644730535428164,0.02155840720766494
167,Agent_Prop_Condition,,,2347,1625.0,0.6923732424371538,722.0,0.3076267575628462,0.13121770025839793,0.09298132646490663,0.3444590956242908,0.02155840720766494
168,auction_vendor,Auction - Other,Auction - Other,335,105.0,0.31343283582089554,230.0,0.6865671641791045,0.008478682170542635,0.02962009014810045,-1.250897819012393,0.031630416505708955
169,auction_vendor,Auction.Com,Auction.Com,7966,4788.0,0.6010544815465729,3178.0,0.3989455184534271,0.3866279069767442,0.4092723760463619,-0.05691814066551841,0.031630416505708955
170,auction_vendor,Genesis,Genesis,5,3.0,0.6,2.0,0.4,0.00024224806201550387,0.00025756600128783,-0.061313752138556554,0.031630416505708955
171,auction_vendor,H&M,H&M,112,77.0,0.6875,35.0,0.3125,0.006217700258397933,0.004507405022537025,0.32167850011754934,0.031630416505708955
172,auction_vendor,Homesearch.Com,Homesearch.Com,11721,7405.0,0.6317720331029776,4316.0,0.3682279668970224,0.5979489664082688,0.5558274307791371,0.07304754007715322,0.031630416505708955
173,auction_vendor,Realty Bid,Realty Bid,4,3.0,0.75,1.0,0.25,0.00024224806201550387,0.000128783000643915,0.6318334284213888,0.031630416505708955
174,auction_vendor,Williams & Williams Auction Co.,Williams & Williams Auction Co.,1,1.0,1.0,0.0,0.0,8.074935400516796e-05,0.0,0.0,0.031630416505708955
175,auction_vendor,,,5,2.0,0.4,3.0,0.6,0.00016149870801033592,0.000386349001931745,-0.8722439683548853,0.031630416505708955
